week,ID,Demand,Discount_Percentage,lag_1,rolling_mean,upload_date_time,Primary_Category_Alt,Name,price_range_description,Price,Description,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Supplier_Name,Last_Restock_Date,Total_Revenue
33,2626,69,47.1,132.0,123.5,2021-08-17 01:14:53.537104,Kids,Shorts,Medium,78.7,Shorts in Kids category,Available,86,24,13,Supplier_6,S&S Activewear,2021-06-05 01:14:53.537104,2872.66
34,5163,47,40.48,69.0,102.0,2024-08-25 01:14:53.537104,Accessories,Sneakers,Low,15.14,Sneakers in Accessories category,Out of Stock,88,80,3,Supplier_8,TSC Apparel,2024-06-27 01:14:53.537104,423.58
22,8019,44,24.92,47.0,73.0,2022-06-01 01:14:53.537104,Women,Shirt,High,104.16,Shirt in Women category,Out of Stock,90,62,10,Supplier_8,TSC Apparel,2022-04-12 01:14:53.537104,3440.87
51,9375,19,40.03,44.0,44.75,2020-12-19 01:14:53.537104,Kids,Shirt,High,128.51,Shirt in Kids category,Out of Stock,204,33,5,Supplier_7,Blankstyle,2020-12-18 01:14:53.537104,1464.3
4,9048,95,20.52,19.0,51.25,2022-01-29 01:14:53.537104,Kids,Hat,Premium,297.82,Hat in Kids category,Out of Stock,195,20,10,Supplier_8,TSC Apparel,2021-12-31 01:14:53.537104,22486.58
44,4229,109,31.45,95.0,66.75,2021-11-01 01:14:53.537104,Shoes,Sneakers,Medium,81.35,Sneakers in Shoes category,Out of Stock,133,10,2,Supplier_6,S&S Activewear,2021-09-14 01:14:53.537104,6078.04
17,3333,24,36.06,109.0,61.75,2022-04-27 01:14:53.537104,Shoes,Hat,Premium,349.97,Hat in Shoes category,Out of Stock,141,34,14,Supplier_2,Apparel Distribution Center,2022-02-02 01:14:53.537104,5370.25
10,2012,73,8.19,24.0,75.25,2024-03-06 01:14:53.537104,Women,Hat,Premium,443.68,Hat in Women category,Out of Stock,243,50,14,Supplier_9,Wholesale Fashion Square,2024-01-04 01:14:53.537104,29736.05
19,4266,111,37.12,73.0,79.25,2024-05-12 01:14:53.537104,Shoes,Jeans,Premium,261.62,Jeans in Shoes category,Available,145,60,2,Supplier_2,Apparel Distribution Center,2024-03-25 01:14:53.537104,18259.63
1,7672,53,13.22,111.0,65.25,2023-01-08 01:14:53.537104,Accessories,Sneakers,Medium,63.45,Sneakers in Accessories category,Available,256,42,3,Supplier_1,FashionGo,2022-11-20 01:14:53.537104,2918.11
52,8817,90,17.72,53.0,81.75,2020-12-26 01:14:53.537104,Women,Shirt,Medium,35.03,Shirt in Women category,Available,196,32,5,Supplier_8,TSC Apparel,2020-10-18 01:14:53.537104,2593.84
5,3115,92,25.41,90.0,86.5,2021-02-02 01:14:53.537104,Shoes,Shirt,Low,22.78,Shirt in Shoes category,Out of Stock,172,32,13,Supplier_8,TSC Apparel,2021-01-24 01:14:53.537104,1563.5
22,4208,150,16.31,92.0,96.25,2023-06-03 01:14:53.537104,Men,Coat,Medium,96.53,Coat in Men category,Out of Stock,282,51,11,Supplier_1,FashionGo,2023-05-21 01:14:53.537104,12118.36
12,4344,37,40.76,150.0,92.25,2024-03-19 01:14:53.537104,Shoes,Jacket,Premium,418.84,Jacket in Shoes category,Out of Stock,295,59,14,Supplier_2,Apparel Distribution Center,2024-01-15 01:14:53.537104,9181.21
7,9228,33,31.0,37.0,78.0,2021-02-21 01:14:53.537104,Shoes,Shorts,High,157.94,Shorts in Shoes category,Available,58,32,13,Supplier_1,FashionGo,2021-01-05 01:14:53.537104,3596.34
12,6796,65,28.8,33.0,71.25,2024-03-22 01:14:53.537104,Kids,Sneakers,Premium,246.32,Sneakers in Kids category,Available,84,37,6,Supplier_5,Royal Apparel,2024-01-15 01:14:53.537104,11400.05
50,1147,88,47.42,65.0,55.75,2020-12-07 01:14:53.537104,Women,Jacket,Low,17.42,Jacket in Women category,Out of Stock,123,71,1,Supplier_4,Bella+Canvas,2020-10-19 01:14:53.537104,805.83
9,3258,131,17.18,88.0,79.25,2021-03-01 01:14:53.537104,Men,Jacket,Premium,243.21,Jacket in Men category,Out of Stock,131,59,3,Supplier_8,TSC Apparel,2021-01-21 01:14:53.537104,26385.23
15,9412,80,20.2,131.0,91.0,2021-04-17 01:14:53.537104,Shoes,Hat,Medium,85.5,Hat in Shoes category,Out of Stock,114,72,6,Supplier_5,Royal Apparel,2021-04-10 01:14:53.537104,5458.36
10,5224,99,43.2,80.0,99.5,2024-03-07 01:14:53.537104,Accessories,Shorts,High,149.02,Shorts in Accessories category,Available,253,60,14,Supplier_8,TSC Apparel,2024-02-28 01:14:53.537104,8379.27
2,9090,52,47.68,99.0,90.5,2023-01-13 01:14:53.537104,Kids,Jacket,High,173.61,Jacket in Kids category,Available,181,35,10,Supplier_10,JiffyShirts,2023-01-09 01:14:53.537104,4723.69
30,2055,115,33.14,52.0,86.5,2024-07-22 01:14:53.537104,Accessories,Shirt,High,175.77,Shirt in Accessories category,Out of Stock,183,18,6,Supplier_1,FashionGo,2024-06-21 01:14:53.537104,13514.31
28,8992,4,27.74,115.0,67.5,2023-07-12 01:14:53.537104,Men,Bags,Low,15.11,Bags in Men category,Available,53,78,5,Supplier_7,Blankstyle,2023-06-06 01:14:53.537104,43.68
45,1186,65,7.93,4.0,59.0,2021-11-10 01:14:53.537104,Shoes,Bags,Premium,304.69,Bags in Shoes category,Out of Stock,207,37,2,Supplier_5,Royal Apparel,2021-09-30 01:14:53.537104,18233.64
18,9147,44,44.73,65.0,57.0,2022-05-06 01:14:53.537104,Shoes,Shirt,Medium,93.27,Shirt in Shoes category,Available,164,76,11,Supplier_10,JiffyShirts,2022-02-24 01:14:53.537104,2268.38
15,8956,32,5.08,44.0,36.25,2024-04-10 01:14:53.537104,Shoes,Shirt,Low,27.79,Shirt in Shoes category,Available,32,27,8,Supplier_9,Wholesale Fashion Square,2024-04-01 01:14:53.537104,844.11
42,2064,27,39.91,32.0,42.0,2021-10-19 01:14:53.537104,Women,Hat,High,187.43,Hat in Women category,Out of Stock,91,27,12,Supplier_3,AlphaBroder,2021-08-08 01:14:53.537104,3040.73
40,7060,40,33.1,27.0,35.75,2021-10-05 01:14:53.537104,Shoes,Coat,Medium,71.71,Coat in Shoes category,Available,40,22,3,Supplier_10,JiffyShirts,2021-09-21 01:14:53.537104,1918.79
24,8409,15,27.99,40.0,28.5,2023-06-12 01:14:53.537104,Shoes,Sweater,Premium,407.36,Sweater in Shoes category,Available,223,29,10,Supplier_9,Wholesale Fashion Square,2023-06-08 01:14:53.537104,4400.14
51,1789,36,40.11,15.0,29.5,2020-12-20 01:14:53.537104,Shoes,Hat,Premium,415.1,Hat in Shoes category,Out of Stock,102,24,13,Supplier_10,JiffyShirts,2020-10-02 01:14:53.537104,8950.46
35,4068,137,16.44,36.0,57.0,2022-08-31 01:14:53.537104,Accessories,Coat,Medium,72.8,Coat in Accessories category,Out of Stock,267,47,8,Supplier_1,FashionGo,2022-08-08 01:14:53.537104,8333.71
29,5208,95,8.64,137.0,70.75,2023-07-18 01:14:53.537104,Kids,Coat,High,162.05,Coat in Kids category,Out of Stock,132,22,7,Supplier_8,TSC Apparel,2023-05-19 01:14:53.537104,14064.75
41,9100,82,35.49,95.0,87.5,2021-10-12 01:14:53.537104,Accessories,Sweater,Medium,93.56,Sweater in Accessories category,Out of Stock,104,72,7,Supplier_2,Apparel Distribution Center,2021-08-16 01:14:53.537104,4948.84
47,8956,111,24.61,82.0,106.25,2022-11-21 01:14:53.537104,Kids,Hat,Medium,89.08,Hat in Kids category,Available,171,49,9,Supplier_7,Blankstyle,2022-10-11 01:14:53.537104,7454.62
45,3832,24,45.77,111.0,78.0,2021-11-08 01:14:53.537104,Women,Bags,Low,15.71,Bags in Women category,Out of Stock,260,6,9,Supplier_4,Bella+Canvas,2021-10-02 01:14:53.537104,204.48
9,5549,50,43.77,24.0,66.75,2022-03-03 01:14:53.537104,Men,Dress,Premium,416.75,Dress in Men category,Available,50,32,12,Supplier_8,TSC Apparel,2022-01-27 01:14:53.537104,11716.31
31,5060,113,8.94,50.0,74.5,2023-08-03 01:14:53.538107,Shoes,Coat,High,191.1,Coat in Shoes category,Available,292,60,15,Supplier_9,Wholesale Fashion Square,2023-07-14 01:14:53.538107,19663.09
38,9632,35,49.17,113.0,55.5,2021-09-20 01:14:53.538107,Men,Dress,Premium,331.77,Dress in Men category,Available,35,10,2,Supplier_4,Bella+Canvas,2021-08-10 01:14:53.538107,5902.58
37,6858,110,14.2,35.0,77.0,2024-09-10 01:14:53.538107,Women,Bags,Premium,289.45,Bags in Women category,Out of Stock,171,18,6,Supplier_10,JiffyShirts,2024-08-08 01:14:53.538107,27318.34
20,3726,73,12.95,110.0,82.75,2021-05-22 01:14:53.538107,Shoes,Shirt,Premium,308.51,Shirt in Shoes category,Available,89,13,14,Supplier_10,JiffyShirts,2021-04-18 01:14:53.538107,19605.04
17,6330,23,26.94,73.0,60.25,2021-05-01 01:14:53.538107,Men,Jacket,Premium,485.54,Jacket in Men category,Out of Stock,249,72,6,Supplier_9,Wholesale Fashion Square,2021-04-12 01:14:53.538107,8158.83
23,4175,54,47.78,23.0,65.0,2023-06-06 01:14:53.538107,Kids,Bags,Low,20.27,Bags in Kids category,Out of Stock,260,69,6,Supplier_4,Bella+Canvas,2023-05-25 01:14:53.538107,571.66
33,9255,87,24.61,54.0,59.25,2021-08-19 01:14:53.538107,Men,Sneakers,Medium,71.09,Sneakers in Men category,Available,281,63,12,Supplier_9,Wholesale Fashion Square,2021-07-11 01:14:53.538107,4662.9
34,6613,17,39.49,87.0,45.25,2021-08-26 01:14:53.538107,Men,Hat,Medium,78.82,Hat in Men category,Out of Stock,131,27,1,Supplier_3,AlphaBroder,2021-08-20 01:14:53.538107,810.74
41,1602,18,18.96,17.0,44.0,2021-10-16 01:14:53.538107,Shoes,Jeans,Premium,341.95,Jeans in Shoes category,Out of Stock,46,54,11,Supplier_2,Apparel Distribution Center,2021-08-11 01:14:53.538107,4987.96
50,6223,59,23.34,18.0,45.25,2021-12-15 01:14:53.538107,Accessories,Shorts,High,104.87,Shorts in Accessories category,Out of Stock,59,40,5,Supplier_1,FashionGo,2021-11-12 01:14:53.538107,4743.26
23,1115,109,31.19,59.0,50.75,2024-06-09 01:14:53.538107,Kids,Dress,High,165.67,Dress in Kids category,Out of Stock,254,9,12,Supplier_10,JiffyShirts,2024-03-21 01:14:53.538107,12426.15
21,8503,16,23.33,109.0,50.5,2024-05-25 01:14:53.538107,Kids,Jeans,Premium,242.96,Jeans in Kids category,Out of Stock,197,69,15,Supplier_6,S&S Activewear,2024-04-25 01:14:53.538107,2980.61
27,9516,104,22.16,16.0,72.0,2023-07-03 01:14:53.538107,Accessories,Shorts,High,168.32,Shorts in Accessories category,Available,195,13,9,Supplier_7,Blankstyle,2023-05-03 01:14:53.538107,13625.74
18,2935,85,11.55,104.0,78.5,2021-05-09 01:14:53.538107,Women,Bags,Medium,70.01,Bags in Women category,Out of Stock,85,69,13,Supplier_10,JiffyShirts,2021-02-20 01:14:53.538107,5263.65
41,9496,45,43.6,85.0,62.5,2021-10-14 01:14:53.538107,Kids,Bags,High,182.71,Bags in Kids category,Available,45,21,14,Supplier_2,Apparel Distribution Center,2021-10-09 01:14:53.538107,4636.84
34,4359,50,41.6,45.0,71.0,2023-08-21 01:14:53.538107,Men,Jeans,Low,29.68,Jeans in Men category,Out of Stock,257,35,6,Supplier_1,FashionGo,2023-06-03 01:14:53.538107,866.57
10,8517,34,19.61,50.0,53.5,2021-03-13 01:14:53.538107,Women,Bags,High,183.32,Bags in Women category,Available,268,12,7,Supplier_1,FashionGo,2021-01-08 01:14:53.538107,5010.46
51,3939,39,11.18,34.0,42.0,2020-12-20 01:14:53.538107,Kids,Jeans,Medium,95.27,Jeans in Kids category,Available,103,54,6,Supplier_4,Bella+Canvas,2020-09-21 01:14:53.538107,3300.05
29,7275,66,11.42,39.0,47.25,2021-07-19 01:14:53.538107,Women,Sneakers,High,132.39,Sneakers in Women category,Out of Stock,71,39,8,Supplier_2,Apparel Distribution Center,2021-07-06 01:14:53.538107,7740.44
28,8049,99,33.17,66.0,59.5,2024-07-13 01:14:53.538107,Accessories,Shirt,Low,7.83,Shirt in Accessories category,Out of Stock,99,58,7,Supplier_3,AlphaBroder,2024-05-21 01:14:53.538107,518.0
32,6516,70,34.13,99.0,68.5,2021-08-15 01:14:53.538107,Shoes,Jacket,Medium,44.82,Jacket in Shoes category,Available,162,76,6,Supplier_3,AlphaBroder,2021-06-03 01:14:53.538107,2066.57
15,6187,38,14.23,70.0,68.25,2023-04-15 01:14:53.538107,Kids,Bags,High,114.34,Bags in Kids category,Out of Stock,43,19,9,Supplier_1,FashionGo,2023-02-19 01:14:53.538107,3726.44
13,3403,20,6.0,38.0,56.75,2022-03-30 01:14:53.538107,Shoes,Shorts,Premium,362.68,Shorts in Shoes category,Available,216,42,13,Supplier_4,Bella+Canvas,2022-03-16 01:14:53.538107,6818.61
25,7510,100,44.61,20.0,57.0,2024-06-21 01:14:53.538107,Shoes,Coat,High,196.06,Coat in Shoes category,Out of Stock,153,78,8,Supplier_1,FashionGo,2024-04-26 01:14:53.538107,10860.63
41,6511,105,31.08,100.0,65.75,2021-10-17 01:14:53.538107,Men,Sneakers,Premium,250.95,Sneakers in Men category,Available,182,12,6,Supplier_1,FashionGo,2021-07-31 01:14:53.538107,18159.88
17,2046,56,22.33,105.0,70.25,2023-04-25 01:14:53.538107,Shoes,Coat,Medium,86.95,Coat in Shoes category,Available,83,32,2,Supplier_3,AlphaBroder,2023-04-08 01:14:53.538107,3781.9
24,8287,102,20.62,56.0,90.75,2022-06-14 01:14:53.538107,Accessories,Jacket,Medium,66.99,Jacket in Accessories category,Out of Stock,110,68,12,Supplier_2,Apparel Distribution Center,2022-03-25 01:14:53.538107,5423.86
38,3703,18,15.0,102.0,70.25,2022-09-22 01:14:53.538107,Kids,Sweater,High,184.74,Sweater in Kids category,Out of Stock,264,14,10,Supplier_1,FashionGo,2022-07-27 01:14:53.538107,2826.52
9,3854,31,24.76,18.0,51.75,2022-03-06 01:14:53.538107,Kids,Sneakers,Low,20.06,Sneakers in Kids category,Out of Stock,123,63,14,Supplier_7,Blankstyle,2021-12-07 01:14:53.538107,467.93
37,3409,10,38.45,31.0,40.25,2023-09-16 01:14:53.538107,Kids,Bags,Medium,71.62,Bags in Kids category,Available,57,73,4,Supplier_9,Wholesale Fashion Square,2023-08-30 01:14:53.538107,440.88
7,9135,96,32.34,10.0,38.75,2023-02-14 01:14:53.538107,Women,Sneakers,High,173.62,Sneakers in Women category,Available,133,66,11,Supplier_9,Wholesale Fashion Square,2023-02-09 01:14:53.538107,11277.7
3,1607,7,47.81,96.0,36.0,2024-01-18 01:14:53.538107,Shoes,Shirt,Premium,219.14,Shirt in Shoes category,Out of Stock,34,77,6,Supplier_8,TSC Apparel,2024-01-03 01:14:53.538107,800.59
40,7537,36,41.77,7.0,37.25,2021-10-06 01:14:53.538107,Men,Jeans,Premium,337.03,Jeans in Men category,Out of Stock,240,25,15,Supplier_3,AlphaBroder,2021-08-23 01:14:53.538107,7065.25
25,3604,88,32.16,36.0,56.75,2024-06-19 01:14:53.538107,Women,Jacket,High,176.21,Jacket in Women category,Out of Stock,88,59,13,Supplier_6,S&S Activewear,2024-06-09 01:14:53.538107,10519.02
34,9609,45,36.14,88.0,44.0,2022-08-25 01:14:53.538107,Women,Sneakers,Low,29.21,Sneakers in Women category,Out of Stock,292,13,3,Supplier_5,Royal Apparel,2022-06-02 01:14:53.538107,839.46
19,1570,3,31.24,45.0,43.0,2022-05-11 01:14:53.538107,Kids,Jeans,Premium,307.96,Jeans in Kids category,Available,18,51,2,Supplier_2,Apparel Distribution Center,2022-05-08 01:14:53.538107,635.23
1,3412,100,32.63,3.0,59.0,2021-01-09 01:14:53.538107,Kids,Jacket,Medium,59.96,Jacket in Kids category,Out of Stock,143,55,7,Supplier_5,Royal Apparel,2020-12-21 01:14:53.538107,4039.49
44,7785,97,23.62,100.0,61.25,2021-11-01 01:14:53.538107,Men,Dress,Low,9.7,Dress in Men category,Available,229,66,15,Supplier_2,Apparel Distribution Center,2021-10-26 01:14:53.538107,718.44
20,2923,46,28.34,97.0,61.5,2024-05-13 01:14:53.538107,Shoes,Shirt,Premium,380.37,Shirt in Shoes category,Available,46,43,15,Supplier_2,Apparel Distribution Center,2024-03-23 01:14:53.538107,12538.09
16,3389,46,22.08,46.0,72.25,2022-04-18 01:14:53.538107,Kids,Dress,Low,16.64,Dress in Kids category,Available,46,25,8,Supplier_4,Bella+Canvas,2022-01-24 01:14:53.538107,596.51
38,3650,2,45.36,46.0,47.75,2022-09-20 01:14:53.538107,Women,Jeans,Low,27.62,Jeans in Women category,Out of Stock,11,50,10,Supplier_3,AlphaBroder,2022-09-09 01:14:53.538107,30.18
9,7995,15,25.73,2.0,27.25,2024-02-28 01:14:53.538107,Kids,Bags,Medium,61.21,Bags in Kids category,Available,15,74,6,Supplier_7,Blankstyle,2024-02-09 01:14:53.538107,681.84
49,7555,65,34.47,15.0,32.0,2020-12-01 01:14:53.538107,Men,Hat,Low,21.43,Hat in Men category,Out of Stock,184,14,1,Supplier_5,Royal Apparel,2020-11-25 01:14:53.538107,912.91
31,4319,172,34.62,65.0,63.5,2024-08-02 01:14:53.538107,Men,Dress,Premium,238.93,Dress in Men category,Available,296,76,6,Supplier_10,JiffyShirts,2024-07-08 01:14:53.538107,26868.88
27,6088,19,18.69,172.0,67.75,2024-07-06 01:14:53.538107,Accessories,Hat,Low,24.46,Hat in Accessories category,Available,164,33,12,Supplier_6,S&S Activewear,2024-06-22 01:14:53.538107,377.88
43,8648,133,17.82,19.0,97.25,2023-10-26 01:14:53.538107,Women,Jacket,Premium,228.39,Jacket in Women category,Out of Stock,138,50,2,Supplier_3,AlphaBroder,2023-10-12 01:14:53.538107,24962.48
52,5464,74,25.99,133.0,99.5,2021-12-27 01:14:53.538107,Women,Sneakers,Medium,50.07,Sneakers in Women category,Available,257,29,10,Supplier_2,Apparel Distribution Center,2021-11-24 01:14:53.538107,2741.85
21,9273,51,35.99,74.0,69.25,2021-05-27 01:14:53.538107,Shoes,Coat,Low,29.62,Coat in Shoes category,Available,98,14,8,Supplier_10,JiffyShirts,2021-05-08 01:14:53.538107,967.11
9,1647,18,48.29,51.0,69.0,2022-02-28 01:14:53.538107,Kids,Dress,Premium,457.13,Dress in Kids category,Available,34,73,8,Supplier_5,Royal Apparel,2021-12-10 01:14:53.538107,4254.58
48,2780,31,34.43,18.0,43.5,2023-12-03 01:14:53.538107,Kids,Dress,High,156.9,Dress in Kids category,Available,31,27,12,Supplier_8,TSC Apparel,2023-09-11 01:14:53.538107,3189.03
6,7842,90,29.42,31.0,47.5,2024-02-07 01:14:53.538107,Women,Jeans,Premium,235.44,Jeans in Women category,Available,176,22,10,Supplier_6,S&S Activewear,2023-12-10 01:14:53.538107,14955.22
46,1475,29,37.29,90.0,42.0,2022-11-19 01:14:53.538107,Women,Hat,Premium,465.82,Hat in Women category,Out of Stock,218,61,9,Supplier_3,AlphaBroder,2022-09-12 01:14:53.538107,8471.84
28,8653,47,31.98,29.0,49.25,2021-07-18 01:14:53.538107,Men,Coat,Medium,49.44,Coat in Men category,Available,234,77,8,Supplier_1,FashionGo,2021-05-01 01:14:53.538107,1580.54
9,3631,61,35.25,47.0,56.75,2023-03-04 01:14:53.538107,Shoes,Coat,Premium,397.97,Coat in Shoes category,Out of Stock,132,41,15,Supplier_1,FashionGo,2023-02-02 01:14:53.538107,15719.96
5,5425,27,10.93,61.0,41.0,2021-02-04 01:14:53.538107,Accessories,Bags,Medium,90.33,Bags in Accessories category,Out of Stock,247,67,15,Supplier_10,JiffyShirts,2020-12-03 01:14:53.538107,2172.45
26,9816,37,9.88,27.0,43.0,2023-07-02 01:14:53.538107,Kids,Jeans,Low,23.88,Jeans in Kids category,Available,37,18,5,Supplier_8,TSC Apparel,2023-04-24 01:14:53.538107,796.19
48,2007,35,49.39,37.0,40.0,2021-12-01 01:14:53.538107,Kids,Coat,Low,20.58,Coat in Kids category,Available,117,13,12,Supplier_8,TSC Apparel,2021-11-02 01:14:53.538107,364.48
4,6193,43,29.12,35.0,35.5,2022-01-25 01:14:53.538107,Kids,Sneakers,Medium,35.29,Sneakers in Kids category,Available,283,31,15,Supplier_4,Bella+Canvas,2022-01-14 01:14:53.538107,1075.58
28,1462,57,34.68,43.0,43.0,2022-07-13 01:14:53.539111,Kids,Hat,High,153.63,Hat in Kids category,Out of Stock,63,47,14,Supplier_1,FashionGo,2022-04-22 01:14:53.539111,5720.15
13,9481,79,28.66,57.0,53.5,2023-03-27 01:14:53.539111,Shoes,Shirt,Low,22.13,Shirt in Shoes category,Out of Stock,123,23,2,Supplier_6,S&S Activewear,2023-03-21 01:14:53.539111,1247.18
22,6269,8,10.47,79.0,46.75,2023-05-29 01:14:53.539111,Accessories,Coat,High,135.84,Coat in Accessories category,Available,24,36,3,Supplier_4,Bella+Canvas,2023-04-27 01:14:53.539111,972.88
35,5101,12,45.42,8.0,39.0,2023-08-28 01:14:53.539111,Accessories,Coat,Low,24.64,Coat in Accessories category,Out of Stock,112,76,13,Supplier_6,S&S Activewear,2023-07-19 01:14:53.539111,161.37
44,1379,40,22.0,12.0,34.75,2023-10-30 01:14:53.539111,Shoes,Jeans,Low,28.76,Jeans in Shoes category,Available,84,40,5,Supplier_3,AlphaBroder,2023-10-21 01:14:53.539111,897.46
51,4070,35,12.66,40.0,23.75,2021-12-23 01:14:53.539111,Kids,Dress,Premium,413.34,Dress in Kids category,Available,166,56,6,Supplier_10,JiffyShirts,2021-12-18 01:14:53.539111,12635.74
44,6134,64,17.49,35.0,37.75,2023-11-01 01:14:53.539111,Accessories,Shirt,High,145.1,Shirt in Accessories category,Out of Stock,202,46,5,Supplier_1,FashionGo,2023-11-01 01:14:53.539111,7661.72
15,1327,20,23.34,64.0,39.75,2021-04-15 01:14:53.539111,Men,Coat,High,110.99,Coat in Men category,Available,209,26,3,Supplier_6,S&S Activewear,2021-03-27 01:14:53.539111,1701.8
34,2670,111,25.36,20.0,57.5,2023-08-24 01:14:53.539111,Kids,Jeans,Low,7.99,Jeans in Kids category,Out of Stock,256,20,12,Supplier_5,Royal Apparel,2023-08-05 01:14:53.539111,662.3
10,1195,20,21.45,111.0,53.75,2021-03-10 01:14:53.539111,Kids,Shorts,Low,12.4,Shorts in Kids category,Available,255,80,13,Supplier_6,S&S Activewear,2021-02-14 01:14:53.539111,194.74
33,3444,112,24.61,20.0,65.75,2023-08-18 01:14:53.539111,Accessories,Jacket,Premium,271.64,Jacket in Accessories category,Out of Stock,130,79,4,Supplier_6,S&S Activewear,2023-07-17 01:14:53.539111,22935.47
37,3345,50,18.85,112.0,73.25,2021-09-17 01:14:53.539111,Kids,Shorts,Medium,36.86,Shorts in Kids category,Out of Stock,52,48,6,Supplier_7,Blankstyle,2021-08-07 01:14:53.539111,1495.85
3,9782,92,33.14,50.0,68.5,2024-01-15 01:14:53.539111,Shoes,Hat,High,137.24,Hat in Shoes category,Available,141,32,2,Supplier_7,Blankstyle,2023-12-28 01:14:53.539111,8441.94
27,8158,124,25.31,92.0,94.5,2024-07-05 01:14:53.539111,Women,Shorts,Medium,37.89,Shorts in Women category,Out of Stock,124,50,5,Supplier_8,TSC Apparel,2024-05-02 01:14:53.539111,3509.18
49,4722,61,38.42,124.0,81.75,2021-12-08 01:14:53.539111,Kids,Bags,Premium,444.33,Bags in Kids category,Out of Stock,188,12,15,Supplier_5,Royal Apparel,2021-11-16 01:14:53.539111,16690.4
21,4656,29,45.47,61.0,76.5,2023-05-25 01:14:53.539111,Women,Sweater,Medium,62.78,Sweater in Women category,Out of Stock,209,15,13,Supplier_4,Bella+Canvas,2023-04-29 01:14:53.539111,992.79
20,7940,15,44.5,29.0,57.25,2022-05-16 01:14:53.539111,Accessories,Dress,Medium,47.72,Dress in Accessories category,Available,34,35,6,Supplier_5,Royal Apparel,2022-04-27 01:14:53.539111,397.31
52,3961,32,44.4,15.0,34.25,2023-12-31 01:14:53.539111,Men,Jacket,Low,7.96,Jacket in Men category,Out of Stock,89,74,15,Supplier_2,Apparel Distribution Center,2023-12-10 01:14:53.539111,141.55
27,7714,117,35.47,32.0,48.25,2021-07-10 01:14:53.539111,Shoes,Jeans,Medium,47.69,Jeans in Shoes category,Out of Stock,121,30,12,Supplier_1,FashionGo,2021-06-28 01:14:53.539111,3600.82
8,8527,91,19.76,117.0,63.75,2022-02-23 01:14:53.539111,Men,Sweater,Premium,396.23,Sweater in Men category,Available,135,77,14,Supplier_3,AlphaBroder,2022-01-11 01:14:53.539111,28930.51
15,3519,55,22.33,91.0,73.75,2024-04-09 01:14:53.539111,Accessories,Hat,High,161.5,Hat in Accessories category,Available,115,18,11,Supplier_2,Apparel Distribution Center,2024-01-27 01:14:53.539111,6898.82
36,1556,151,11.18,55.0,103.5,2024-09-06 01:14:53.539111,Kids,Jacket,Low,12.51,Jacket in Kids category,Out of Stock,165,8,8,Supplier_1,FashionGo,2024-08-14 01:14:53.539111,1677.36
21,7083,35,49.02,151.0,83.0,2023-05-22 01:14:53.539111,Shoes,Sneakers,Premium,322.85,Sneakers in Shoes category,Available,164,33,5,Supplier_1,FashionGo,2023-04-04 01:14:53.539111,5760.29
25,7256,141,47.61,35.0,95.5,2022-06-26 01:14:53.539111,Shoes,Dress,High,154.95,Dress in Shoes category,Out of Stock,294,64,6,Supplier_9,Wholesale Fashion Square,2022-05-17 01:14:53.539111,11447.11
15,4895,74,41.27,141.0,100.25,2024-04-08 01:14:53.539111,Accessories,Sneakers,High,157.32,Sneakers in Accessories category,Out of Stock,164,26,9,Supplier_9,Wholesale Fashion Square,2024-03-24 01:14:53.539111,6837.18
29,7947,45,24.63,74.0,73.75,2022-07-24 01:14:53.539111,Men,Sweater,Low,25.54,Sweater in Men category,Available,114,42,6,Supplier_5,Royal Apparel,2022-05-13 01:14:53.539111,866.23
4,1240,36,7.54,45.0,74.0,2024-01-23 01:14:53.539111,Kids,Hat,Premium,210.94,Hat in Kids category,Out of Stock,173,25,2,Supplier_1,FashionGo,2023-12-25 01:14:53.539111,7021.53
13,7259,124,18.23,36.0,69.75,2023-04-02 01:14:53.539111,Accessories,Bags,Premium,269.69,Bags in Accessories category,Out of Stock,156,73,10,Supplier_1,FashionGo,2023-03-01 01:14:53.539111,27344.43
8,5272,55,11.58,124.0,65.0,2022-02-22 01:14:53.539111,Men,Jeans,High,126.98,Jeans in Men category,Out of Stock,55,41,13,Supplier_4,Bella+Canvas,2022-01-16 01:14:53.539111,6175.02
16,8478,81,32.72,55.0,74.0,2024-04-15 01:14:53.539111,Women,Dress,Low,14.68,Dress in Women category,Out of Stock,265,33,3,Supplier_5,Royal Apparel,2024-02-20 01:14:53.539111,800.1
52,3739,80,9.5,81.0,85.0,2021-12-28 01:14:53.539111,Men,Coat,Medium,90.35,Coat in Men category,Available,290,40,13,Supplier_7,Blankstyle,2021-12-28 01:14:53.539111,6541.74
22,2139,168,18.27,80.0,96.0,2021-06-05 01:14:53.539111,Women,Shorts,Low,7.61,Shorts in Women category,Available,168,22,2,Supplier_1,FashionGo,2021-06-03 01:14:53.539111,1044.23
9,2305,88,38.18,168.0,104.25,2022-03-05 01:14:53.539111,Kids,Shorts,Low,7.38,Shorts in Kids category,Out of Stock,135,80,3,Supplier_9,Wholesale Fashion Square,2022-01-26 01:14:53.539111,401.7
35,7144,3,13.68,88.0,84.75,2023-08-31 01:14:53.539111,Accessories,Jeans,Premium,461.36,Jeans in Accessories category,Available,38,48,11,Supplier_2,Apparel Distribution Center,2023-07-21 01:14:53.539111,1194.78
